waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
rubber,mixed_rubber,24.63,4.72,mixed,4,1,Eldoret,household,informal,0.3387,0.8677,5.41
glass,colored_glass,2.65,5.95,clean,9,2,Kisumu,industrial,semi_formal,0.45,0.7525,4.6
paper,office_paper,21.69,19.04,clean,9,3,Mombasa,household,semi_formal,0.5466,0.864,11.13
metal,copper,1.5,2.91,mixed,8,5,Eldoret,household,informal,0.225,0.9225,287.56
metal,copper,42.76,5.97,contaminated,3,1,Eldoret,household,informal,0.2186,0.9219,182.09
e_waste,computers,38.37,2.68,clean,1,2,Nairobi,commercial,semi_formal,0.6432,0.9822,97.12
rubber,tyres,17.39,5.69,clean,8,4,Eldoret,commercial,semi_formal,0.5217,0.9043,14.23
glass,colored_glass,55.41,2.58,clean,5,4,Nairobi,industrial,formal,0.7418,0.8838,4.88
plastic,LDPE,15.92,14.45,contaminated,8,6,Nakuru,household,informal,0.0632,0.644,2.67
plastic,PP,3.49,14.79,clean,7,0,Eldoret,dump_site,semi_formal,0.45,0.791,8.17
plastic,HDPE,39.9,1.18,mixed,5,6,Nairobi,industrial,semi_formal,0.4271,0.7823,18.95
plastic,PVC,0.64,0.52,contaminated,11,0,Nairobi,commercial,informal,0.0,0.62,3.27
metal,brass,4.42,3.94,mixed,9,3,Mombasa,household,informal,0.225,0.9225,181.3
organic,food_waste,14.14,8.89,contaminated,5,4,Eldoret,commercial,informal,0.0529,0.8579,2.5
plastic,HDPE,21.84,4.37,clean,8,0,Nairobi,industrial,semi_formal,0.5475,0.8281,26.55
paper,newspaper,71.14,6.73,contaminated,7,4,Mombasa,industrial,semi_formal,0.3829,0.8149,6.32
paper,newspaper,8.33,40.07,clean,3,1,Nairobi,dump_site,semi_formal,0.4693,0.8408,4.67
rubber,mixed_rubber,5.42,0.21,contaminated,1,0,Mombasa,commercial,informal,0.0024,0.8005,5.94
paper,mixed_paper,28.91,10.91,clean,1,6,Nairobi,commercial,semi_formal,0.5884,0.8765,7.96
plastic,PVC,10.58,1.4,clean,2,3,Mombasa,dump_site,semi_formal,0.4823,0.8033,5.65
plastic,PET,44.26,0.46,clean,4,1,Kisumu,commercial,semi_formal,0.6773,0.8774,25.65
paper,mixed_paper,6.92,3.99,clean,3,4,Nairobi,industrial,semi_formal,0.4611,0.8383,6.75
plastic,PP,10.39,8.68,clean,11,4,Nairobi,household,semi_formal,0.4812,0.8029,10.58
plastic,mixed_plastic,8.44,0.75,mixed,6,1,Nairobi,household,informal,0.2449,0.7131,6.2
metal,aluminum,46.32,5.43,clean,8,3,Mombasa,household,semi_formal,0.6892,0.9689,99.17
metal,copper,20.03,8.9,mixed,11,5,Nairobi,household,informal,0.312,0.9312,309.11
rubber,tyres,16.29,1.93,clean,10,2,Eldoret,household,semi_formal,0.5154,0.9031,12.89
metal,tin,2.35,12.55,mixed,1,5,Nairobi,commercial,informal,0.225,0.9225,15.81
glass,mixed_glass,99.01,2.55,clean,9,3,Eldoret,household,formal,0.9943,0.9974,3.21
metal,tin,27.6,7.86,clean,4,4,Nairobi,commercial,semi_formal,0.5808,0.9581,18.08
paper,cardboard,16.37,0.32,mixed,12,0,Mombasa,household,informal,0.2908,0.7873,9.0
e_waste,batteries,22.55,9.25,clean,5,0,Nakuru,commercial,semi_formal,0.5516,0.9776,42.11
plastic,mixed_plastic,3.99,20.73,mixed,8,2,Nairobi,household,informal,0.225,0.7055,5.41
paper,office_paper,3.16,9.91,contaminated,12,3,Nakuru,household,informal,0.0,0.7,5.16
paper,cardboard,32.04,13.0,mixed,10,1,Nairobi,household,semi_formal,0.3816,0.8145,8.37
paper,mixed_paper,26.71,3.98,mixed,4,3,Nairobi,commercial,semi_formal,0.3507,0.8052,6.33
textile,industrial_textile,55.78,2.09,clean,8,5,Nairobi,dump_site,formal,0.744,0.9488,6.53
plastic,PET,32.42,6.38,mixed,8,2,Nairobi,household,semi_formal,0.3837,0.7658,19.09
paper,cardboard,34.0,4.24,clean,4,3,Nairobi,household,semi_formal,0.6179,0.8854,10.75
plastic,LDPE,34.8,3.31,mixed,8,4,Nairobi,household,semi_formal,0.3975,0.7711,5.89
plastic,HDPE,13.05,1.39,clean,1,3,Nairobi,household,semi_formal,0.4966,0.8087,21.6
plastic,mixed_plastic,52.69,3.63,mixed,6,3,Nairobi,dump_site,semi_formal,0.5011,0.8104,6.15
plastic,HDPE,2.98,5.45,clean,2,3,Kisumu,household,semi_formal,0.45,0.791,15.43
metal,tin,7.77,3.01,mixed,11,5,Kisumu,household,informal,0.2411,0.9241,11.14
rubber,mixed_rubber,42.55,7.88,mixed,4,1,Nairobi,industrial,semi_formal,0.4424,0.8885,8.62
plastic,mixed_plastic,4.3,12.77,clean,8,2,Nairobi,household,semi_formal,0.45,0.791,8.09
paper,newspaper,2.92,15.06,mixed,1,3,Kisumu,household,informal,0.225,0.7675,3.92
glass,clear_glass,30.45,15.84,mixed,2,0,Mombasa,household,semi_formal,0.3724,0.7176,3.67
paper,office_paper,83.45,16.23,mixed,8,4,Eldoret,industrial,semi_formal,0.6792,0.9038,11.81
metal,brass,11.94,4.93,mixed,8,5,Nairobi,household,informal,0.2652,0.9265,214.86
organic,food_waste,1.9,6.61,mixed,4,5,Nakuru,household,informal,0.225,0.8838,2.47
paper,cardboard,20.07,3.61,clean,3,3,Nairobi,household,semi_formal,0.5373,0.8612,11.33
paper,newspaper,5.42,3.03,clean,2,1,Nairobi,dump_site,semi_formal,0.4524,0.8357,7.14
paper,newspaper,25.21,0.2,clean,1,6,Mombasa,industrial,semi_formal,0.567,0.8701,9.12
paper,cardboard,5.29,9.61,contaminated,1,4,Eldoret,industrial,informal,0.0017,0.7005,5.62
metal,copper,14.58,4.05,mixed,10,5,Nakuru,household,informal,0.2805,0.928,223.58
paper,mixed_paper,24.14,0.84,clean,5,2,Nairobi,industrial,semi_formal,0.5608,0.8682,7.99
paper,office_paper,24.3,1.64,clean,12,0,Eldoret,household,semi_formal,0.5617,0.8685,9.58
paper,office_paper,11.36,1.34,clean,12,3,Mombasa,dump_site,semi_formal,0.4868,0.8461,9.04
plastic,HDPE,7.35,13.55,contaminated,3,0,Eldoret,household,informal,0.0136,0.6252,6.75
metal,aluminum,13.72,12.77,mixed,6,6,Mombasa,household,informal,0.2755,0.9276,60.08
organic,food_waste,80.87,4.6,clean,8,3,Nairobi,industrial,formal,0.8893,0.9834,7.36
metal,aluminum,53.92,2.98,clean,12,2,Nairobi,commercial,formal,0.7332,0.9733,122.4
plastic,PVC,17.91,12.29,mixed,9,1,Nairobi,household,informal,0.2997,0.7339,4.77
plastic,PET,27.46,4.57,clean,6,3,Nairobi,commercial,semi_formal,0.5801,0.8404,28.44
metal,tin,54.85,2.1,clean,8,0,Nakuru,commercial,formal,0.7386,0.9739,20.63
e_waste,cables,20.62,20.79,contaminated,10,0,Nakuru,commercial,informal,0.0904,0.9545,29.06
plastic,LDPE,51.68,1.64,clean,2,5,Nairobi,commercial,formal,0.7202,0.8937,8.44
paper,mixed_paper,21.31,13.0,mixed,12,1,Nairobi,household,informal,0.3194,0.7958,4.52
plastic,LDPE,58.43,7.53,mixed,9,5,Nairobi,household,semi_formal,0.5344,0.8231,6.62
paper,mixed_paper,2.73,3.73,mixed,5,3,Nairobi,commercial,informal,0.225,0.7675,5.07
rubber,mixed_rubber,94.31,0.51,clean,4,5,Nairobi,commercial,formal,0.9671,0.9934,12.3
glass,clear_glass,17.99,15.84,mixed,12,4,Eldoret,industrial,informal,0.3002,0.6851,3.49
plastic,PVC,2.19,3.72,contaminated,6,6,Eldoret,household,informal,0.0,0.62,2.29
glass,mixed_glass,45.14,0.91,contaminated,1,1,Nairobi,household,informal,0.2324,0.6546,1.8
paper,mixed_paper,0.93,17.9,clean,10,5,Mombasa,dump_site,semi_formal,0.45,0.835,4.12
paper,mixed_paper,13.89,0.42,clean,3,6,Mombasa,commercial,semi_formal,0.5015,0.8504,7.01
glass,mixed_glass,21.02,6.19,clean,11,3,Nairobi,dump_site,semi_formal,0.5428,0.7942,2.51
plastic,mixed_plastic,9.4,2.54,clean,3,4,Nairobi,commercial,semi_formal,0.4755,0.8007,10.27
paper,mixed_paper,11.93,1.6,contaminated,1,6,Nakuru,household,informal,0.0401,0.712,2.71
glass,mixed_glass,10.48,1.11,clean,12,6,Nairobi,household,semi_formal,0.4818,0.7668,2.92
plastic,LDPE,5.9,22.08,clean,2,6,Mombasa,commercial,semi_formal,0.4552,0.793,6.68
metal,copper,54.06,17.54,clean,2,1,Mombasa,industrial,formal,0.734,0.9734,480.64
plastic,PVC,54.06,2.31,mixed,3,1,Eldoret,industrial,semi_formal,0.5091,0.8134,4.89
metal,tin,50.1,10.16,clean,2,0,Nairobi,dump_site,formal,0.7111,0.9711,17.4
metal,steel,6.11,9.13,mixed,10,0,Nairobi,dump_site,informal,0.2314,0.9231,17.07
plastic,PET,22.29,4.63,clean,4,1,Eldoret,household,semi_formal,0.5501,0.829,17.43
plastic,PET,17.91,2.89,clean,2,6,Eldoret,industrial,semi_formal,0.5247,0.8194,22.47
plastic,LDPE,27.02,32.05,contaminated,3,2,Nairobi,dump_site,informal,0.1275,0.6684,2.32
plastic,PVC,32.93,17.53,mixed,7,0,Eldoret,industrial,semi_formal,0.3867,0.767,4.02
plastic,mixed_plastic,2.11,1.39,clean,4,6,Nairobi,commercial,semi_formal,0.45,0.791,10.52
plastic,LDPE,41.28,4.82,contaminated,2,3,Mombasa,commercial,informal,0.21,0.6998,4.52
e_waste,phones,6.69,8.15,mixed,3,6,Nairobi,commercial,informal,0.2348,0.9617,83.48
paper,cardboard,2.24,3.49,clean,11,2,Nairobi,household,semi_formal,0.45,0.835,11.61
organic,garden_waste,85.27,1.2,mixed,1,6,Mombasa,household,semi_formal,0.6897,0.9535,4.92
plastic,PP,25.23,11.21,clean,4,1,Nairobi,industrial,semi_formal,0.5671,0.8355,13.03
metal,aluminum,9.9,6.76,mixed,1,3,Nairobi,household,informal,0.2534,0.9253,65.21
paper,office_paper,3.4,2.09,clean,2,1,Nakuru,household,semi_formal,0.45,0.835,10.41
plastic,LDPE,12.62,8.15,contaminated,3,5,Nairobi,industrial,informal,0.0441,0.6368,4.52
metal,copper,8.46,4.45,clean,7,2,Nairobi,household,semi_formal,0.47,0.947,424.71
metal,steel,1.38,3.41,clean,2,0,Nairobi,household,semi_formal,0.45,0.945,28.62
paper,office_paper,50.06,1.3,clean,9,6,Mombasa,industrial,formal,0.7109,0.9133,14.12
e_waste,mixed_ewaste,58.44,1.35,clean,9,1,Nairobi,industrial,formal,0.7594,0.988,78.82
plastic,PP,34.91,3.73,contaminated,3,6,Nairobi,household,informal,0.1732,0.6858,6.8
plastic,PET,26.63,7.0,contaminated,6,5,Kisumu,household,informal,0.1252,0.6676,9.87
plastic,PVC,15.89,1.44,mixed,10,2,Nairobi,commercial,informal,0.288,0.7294,5.59
paper,cardboard,28.5,15.96,clean,10,2,Mombasa,household,semi_formal,0.5861,0.8758,9.86
metal,tin,9.82,4.48,contaminated,10,4,Nakuru,household,informal,0.0279,0.9028,6.85
organic,garden_waste,1.92,10.16,contaminated,8,2,Mombasa,household,informal,0.0,0.85,3.02
paper,office_paper,8.06,12.34,mixed,9,5,Nairobi,dump_site,informal,0.2427,0.7728,8.04
plastic,LDPE,13.53,12.59,clean,8,4,Kisumu,household,semi_formal,0.4994,0.8098,7.07
paper,office_paper,0.94,5.99,clean,9,0,Nairobi,industrial,semi_formal,0.45,0.835,14.38
paper,mixed_paper,33.53,3.59,clean,11,4,Mombasa,household,semi_formal,0.6152,0.8846,5.42
plastic,mixed_plastic,20.67,16.89,mixed,9,1,Kisumu,commercial,informal,0.3157,0.74,6.14
plastic,PVC,11.87,4.01,clean,9,1,Mombasa,dump_site,semi_formal,0.4898,0.8061,5.7
plastic,mixed_plastic,39.24,7.42,clean,5,1,Kisumu,commercial,semi_formal,0.6483,0.8663,9.24
metal,tin,6.72,11.06,mixed,11,1,Kisumu,household,informal,0.2349,0.9235,10.66
metal,copper,58.78,2.14,clean,1,4,Nairobi,industrial,formal,0.7614,0.9761,610.59
metal,brass,6.3,3.04,clean,8,6,Nairobi,commercial,semi_formal,0.4575,0.9458,299.82
e_waste,cables,7.82,4.29,mixed,2,6,Kisumu,commercial,informal,0.2413,0.9621,47.89
paper,newspaper,5.54,2.89,mixed,8,0,Nairobi,commercial,informal,0.2281,0.7684,5.96
paper,newspaper,23.15,1.93,clean,8,0,Nairobi,household,semi_formal,0.5551,0.8665,8.27
glass,mixed_glass,0.7,5.95,clean,1,3,Nairobi,household,semi_formal,0.45,0.7525,2.69
textile,industrial_textile,5.08,2.05,clean,9,3,Nairobi,dump_site,semi_formal,0.4505,0.8901,5.4
e_waste,computers,7.53,4.43,clean,2,5,Eldoret,commercial,semi_formal,0.4647,0.9732,74.69
paper,office_paper,48.71,1.5,clean,7,5,Nairobi,household,formal,0.7031,0.9109,14.86
e_waste,batteries,44.97,2.19,mixed,12,5,Nakuru,commercial,semi_formal,0.4564,0.9728,29.08
metal,tin,50.53,3.17,clean,7,1,Nairobi,household,formal,0.7136,0.9714,21.93
e_waste,phones,49.54,0.84,clean,1,3,Kisumu,household,formal,0.7079,0.9854,96.64
plastic,LDPE,24.63,0.41,clean,9,4,Kisumu,household,semi_formal,0.5637,0.8342,7.06
textile,clothes,15.71,18.58,contaminated,10,2,Mombasa,household,informal,0.062,0.8124,5.69
paper,mixed_paper,16.94,20.98,mixed,8,4,Nairobi,household,informal,0.2941,0.7882,4.65
plastic,HDPE,59.5,1.24,clean,6,3,Nakuru,dump_site,formal,0.7655,0.9109,15.72
paper,cardboard,1.84,17.0,clean,8,0,Nakuru,household,semi_formal,0.45,0.835,8.56
paper,office_paper,6.98,3.5,mixed,3,2,Eldoret,dump_site,informal,0.2365,0.7709,6.91
rubber,tyres,0.95,0.4,clean,11,1,Nakuru,commercial,semi_formal,0.45,0.89,10.41
metal,steel,159.97,1.4,clean,5,6,Mombasa,industrial,formal,1.0,1.0,37.5
metal,brass,6.77,6.93,clean,6,6,Mombasa,commercial,semi_formal,0.4603,0.946,276.89
paper,office_paper,28.57,20.9,clean,5,1,Nairobi,commercial,semi_formal,0.5865,0.8759,14.54
e_waste,computers,6.13,0.64,mixed,1,5,Mombasa,industrial,informal,0.2316,0.9616,78.32
metal,copper,57.09,12.06,clean,7,0,Nairobi,household,formal,0.7516,0.9752,463.76
metal,tin,1.94,13.19,clean,1,1,Nakuru,commercial,semi_formal,0.45,0.945,15.47
paper,cardboard,16.21,4.2,contaminated,1,3,Nairobi,dump_site,informal,0.0649,0.7195,6.01
metal,copper,10.91,3.16,mixed,11,4,Nakuru,commercial,informal,0.2592,0.9259,300.28
plastic,mixed_plastic,94.96,9.75,clean,4,5,Nairobi,household,formal,0.9708,0.9889,9.3
e_waste,computers,57.82,0.85,clean,5,4,Nairobi,dump_site,formal,0.7558,0.9878,75.15
plastic,PET,10.07,19.01,mixed,10,4,Nairobi,household,informal,0.2544,0.7167,13.45
paper,newspaper,2.61,6.62,mixed,7,1,Nairobi,commercial,informal,0.225,0.7675,5.42
paper,office_paper,7.18,1.48,mixed,12,0,Nairobi,commercial,informal,0.2376,0.7713,10.44
textile,industrial_textile,95.61,9.58,clean,5,5,Kisumu,household,formal,0.9746,0.9949,6.26
e_waste,cables,7.37,2.03,clean,8,3,Kisumu,industrial,semi_formal,0.4637,0.9732,62.95
plastic,PET,43.28,9.42,contaminated,5,2,Nairobi,industrial,informal,0.2216,0.7042,13.83
plastic,PVC,22.27,14.56,mixed,3,4,Nairobi,dump_site,informal,0.325,0.7435,4.65
plastic,mixed_plastic,9.49,3.59,mixed,12,2,Nairobi,commercial,informal,0.251,0.7154,6.94
organic,garden_waste,17.25,6.55,clean,4,0,Mombasa,dump_site,semi_formal,0.5209,0.9281,4.6
plastic,PVC,16.31,3.25,clean,12,0,Eldoret,commercial,semi_formal,0.5155,0.8159,5.85
organic,food_waste,6.74,0.37,contaminated,1,1,Nairobi,commercial,informal,0.0101,0.8515,3.12
metal,aluminum,4.46,1.1,mixed,10,0,Nairobi,household,informal,0.225,0.9225,73.68
metal,aluminum,35.46,14.9,mixed,11,6,Nairobi,commercial,semi_formal,0.4013,0.9401,68.87
paper,cardboard,26.26,13.03,clean,5,3,Nairobi,household,semi_formal,0.5731,0.8719,10.45
metal,steel,18.19,6.76,mixed,10,5,Nairobi,commercial,informal,0.3014,0.9301,20.64
paper,cardboard,67.35,5.03,mixed,7,2,Nairobi,dump_site,semi_formal,0.586,0.8758,8.79
organic,food_waste,32.36,7.46,clean,3,1,Nairobi,industrial,semi_formal,0.6084,0.9413,5.86
paper,cardboard,22.2,13.34,clean,5,5,Kisumu,industrial,semi_formal,0.5496,0.8649,10.66
plastic,PP,11.02,8.42,mixed,6,4,Nairobi,household,informal,0.2598,0.7187,9.18
metal,copper,2.32,23.77,mixed,3,2,Mombasa,household,informal,0.225,0.9225,259.62
e_waste,mixed_ewaste,2.53,3.55,mixed,1,2,Kisumu,household,informal,0.225,0.9612,37.52
plastic,mixed_plastic,2.58,3.28,mixed,10,6,Nairobi,industrial,informal,0.225,0.7055,7.11
metal,brass,83.57,16.22,mixed,5,1,Nairobi,commercial,semi_formal,0.6799,0.968,223.6
e_waste,computers,13.06,5.82,clean,10,2,Nakuru,household,semi_formal,0.4966,0.9748,56.23
plastic,PP,1.28,1.55,clean,5,6,Nairobi,household,semi_formal,0.45,0.791,10.47
plastic,mixed_plastic,17.97,2.08,mixed,8,1,Nairobi,household,informal,0.3001,0.734,7.22
e_waste,phones,8.21,1.6,contaminated,7,6,Eldoret,household,informal,0.0186,0.9509,49.25
metal,aluminum,19.92,4.29,mixed,1,5,Nairobi,household,informal,0.3114,0.9311,80.81
glass,colored_glass,10.18,3.46,mixed,5,2,Nairobi,household,informal,0.255,0.6647,2.27
paper,office_paper,2.41,1.46,clean,6,3,Mombasa,industrial,semi_formal,0.45,0.835,12.65
metal,copper,22.71,1.72,mixed,5,5,Mombasa,household,informal,0.3275,0.9328,309.25
glass,mixed_glass,16.55,8.65,contaminated,8,2,Nairobi,industrial,informal,0.0668,0.5801,1.65
plastic,HDPE,23.87,0.2,mixed,4,3,Nairobi,commercial,informal,0.3342,0.747,16.28
paper,mixed_paper,90.03,1.65,clean,12,5,Kisumu,household,formal,0.9423,0.9827,6.5
textile,industrial_textile,20.56,2.49,clean,3,2,Mombasa,dump_site,semi_formal,0.5401,0.908,5.76
e_waste,computers,9.08,2.37,mixed,6,6,Mombasa,household,informal,0.2486,0.9624,63.7
plastic,mixed_plastic,70.11,0.47,mixed,10,4,Nairobi,household,semi_formal,0.602,0.8487,6.64
plastic,PVC,33.16,7.24,clean,5,4,Nairobi,household,semi_formal,0.613,0.853,5.3
metal,brass,3.65,2.97,clean,6,5,Nairobi,dump_site,semi_formal,0.45,0.945,251.07
plastic,PET,18.4,6.27,mixed,5,6,Nairobi,household,informal,0.3026,0.735,17.64
metal,copper,37.2,2.52,mixed,3,1,Nakuru,household,semi_formal,0.4114,0.9411,288.47
metal,aluminum,72.96,0.28,clean,8,4,Nairobi,industrial,formal,0.8435,0.9843,123.15
organic,food_waste,7.96,0.79,clean,6,0,Nairobi,commercial,semi_formal,0.4671,0.9201,4.2
rubber,tyres,51.01,0.31,clean,10,1,Nairobi,industrial,formal,0.7164,0.9433,19.46
paper,cardboard,32.68,5.19,clean,1,3,Kisumu,industrial,semi_formal,0.6103,0.8831,13.44
metal,aluminum,65.59,0.34,clean,11,3,Nairobi,dump_site,formal,0.8008,0.9801,78.15
plastic,PP,25.26,11.9,mixed,12,2,Nairobi,commercial,informal,0.3423,0.7501,12.15
paper,office_paper,29.63,7.52,clean,5,0,Mombasa,household,semi_formal,0.5926,0.8778,11.1
paper,mixed_paper,8.43,4.48,clean,7,3,Nakuru,dump_site,semi_formal,0.4699,0.841,5.2
plastic,HDPE,28.71,1.36,mixed,12,1,Nakuru,commercial,semi_formal,0.3622,0.7577,13.38
metal,steel,9.34,18.15,clean,9,6,Nairobi,dump_site,semi_formal,0.4751,0.9475,27.36
plastic,PP,74.84,0.58,contaminated,10,0,Nairobi,industrial,semi_formal,0.4043,0.7736,9.6
e_waste,batteries,19.82,8.34,clean,1,3,Eldoret,household,semi_formal,0.5358,0.9768,34.78
e_waste,batteries,2.31,11.99,mixed,12,6,Kisumu,household,informal,0.225,0.9612,31.15
organic,food_waste,30.25,9.12,clean,3,5,Nairobi,commercial,semi_formal,0.5962,0.9394,4.43
glass,mixed_glass,5.62,1.57,clean,12,0,Nairobi,industrial,semi_formal,0.4536,0.7541,3.75
e_waste,cables,68.65,7.71,clean,4,5,Eldoret,commercial,formal,0.8185,0.9909,54.77
plastic,LDPE,12.11,2.31,clean,11,1,Nairobi,household,semi_formal,0.4912,0.8067,5.65
textile,clothes,15.82,0.43,clean,4,6,Nairobi,dump_site,semi_formal,0.5127,0.9025,8.94
plastic,PVC,30.3,9.05,mixed,11,2,Nairobi,commercial,semi_formal,0.3715,0.7612,5.45
plastic,PET,7.96,8.68,mixed,5,6,Eldoret,dump_site,informal,0.2421,0.712,11.47
plastic,PP,28.45,2.38,clean,1,2,Mombasa,household,semi_formal,0.5857,0.8426,12.52
organic,food_waste,63.76,2.24,mixed,8,2,Kisumu,commercial,semi_formal,0.5652,0.9348,4.3
plastic,LDPE,1.47,3.57,clean,6,3,Mombasa,household,semi_formal,0.45,0.791,5.9
organic,garden_waste,13.57,7.97,clean,7,4,Mombasa,commercial,semi_formal,0.4996,0.9249,7.51
rubber,mixed_rubber,20.85,1.06,clean,10,5,Mombasa,household,semi_formal,0.5418,0.9084,7.99
metal,brass,57.4,0.33,contaminated,9,1,Nairobi,commercial,informal,0.3034,0.9303,159.47
organic,food_waste,14.31,1.14,mixed,6,4,Eldoret,industrial,informal,0.2789,0.8918,3.3
paper,newspaper,89.27,2.99,clean,2,4,Nairobi,industrial,formal,0.9379,0.9814,10.9
plastic,PP,42.87,11.66,mixed,5,2,Nairobi,industrial,semi_formal,0.4442,0.7888,10.71
paper,mixed_paper,12.88,4.65,contaminated,5,6,Nairobi,dump_site,informal,0.0456,0.7137,2.64
plastic,PP,108.21,14.77,mixed,9,5,Nairobi,household,formal,0.775,0.9145,10.19
plastic,PP,31.94,3.17,mixed,4,6,Nairobi,household,semi_formal,0.381,0.7648,8.82
e_waste,phones,54.63,2.89,contaminated,11,6,Eldoret,industrial,informal,0.2873,0.9644,50.83
metal,brass,6.74,1.2,contaminated,4,4,Kisumu,dump_site,informal,0.0101,0.901,108.03
metal,steel,13.26,2.89,mixed,11,4,Mombasa,dump_site,informal,0.2728,0.9273,16.69
e_waste,mixed_ewaste,22.67,1.76,mixed,9,4,Nairobi,commercial,informal,0.3273,0.9664,48.25
metal,aluminum,19.1,5.69,mixed,8,2,Nairobi,household,informal,0.3067,0.9307,83.06
plastic,HDPE,15.11,5.01,clean,8,0,Nairobi,industrial,semi_formal,0.5085,0.8132,26.98
metal,brass,11.18,7.03,clean,9,5,Nairobi,industrial,semi_formal,0.4858,0.9486,323.63
metal,copper,4.29,1.69,clean,11,6,Nairobi,industrial,semi_formal,0.45,0.945,431.06
plastic,PVC,22.96,16.27,contaminated,11,2,Mombasa,household,informal,0.104,0.6595,2.38
plastic,PP,9.5,12.02,clean,1,2,Nairobi,commercial,semi_formal,0.4761,0.8009,15.75
plastic,PP,28.77,7.38,mixed,11,1,Nairobi,industrial,semi_formal,0.3626,0.7578,10.67
metal,tin,55.4,3.95,mixed,9,0,Nairobi,industrial,semi_formal,0.5168,0.9517,17.81
paper,mixed_paper,30.11,5.74,clean,7,6,Nairobi,industrial,semi_formal,0.5953,0.8786,9.9
e_waste,computers,12.27,13.03,contaminated,5,4,Nairobi,commercial,informal,0.0421,0.9521,41.99
textile,clothes,12.1,7.37,clean,5,5,Mombasa,industrial,semi_formal,0.4911,0.8982,12.14
metal,tin,17.34,3.31,clean,1,3,Mombasa,commercial,semi_formal,0.5214,0.9521,20.96
plastic,PET,2.62,12.94,clean,2,3,Nairobi,dump_site,semi_formal,0.45,0.791,20.16
e_waste,computers,39.44,1.3,clean,12,3,Eldoret,commercial,semi_formal,0.6494,0.9825,71.48
organic,food_waste,41.61,6.08,clean,4,6,Nairobi,dump_site,semi_formal,0.662,0.9493,3.93
paper,cardboard,21.81,14.94,mixed,4,0,Nairobi,industrial,informal,0.3223,0.7967,8.91
e_waste,mixed_ewaste,25.01,26.78,clean,1,2,Nairobi,household,semi_formal,0.5658,0.9783,47.2
metal,copper,62.28,11.68,mixed,10,6,Eldoret,dump_site,semi_formal,0.5566,0.9557,224.13
paper,office_paper,40.77,4.64,clean,6,5,Nairobi,household,semi_formal,0.6571,0.8971,13.42
plastic,PP,14.72,3.87,mixed,8,2,Nairobi,commercial,informal,0.2813,0.7269,10.92
plastic,mixed_plastic,44.36,8.8,clean,1,0,Nairobi,commercial,semi_formal,0.6779,0.8776,11.05
paper,office_paper,100.31,1.53,clean,7,4,Nakuru,commercial,formal,1.0,1.0,15.43
e_waste,cables,27.4,8.19,contaminated,2,2,Eldoret,dump_site,informal,0.1297,0.9565,30.76
e_waste,mixed_ewaste,19.81,0.75,contaminated,11,0,Nairobi,commercial,informal,0.0858,0.9543,33.83
organic,food_waste,92.02,3.17,contaminated,9,4,Kisumu,dump_site,semi_formal,0.5038,0.9256,2.37
organic,food_waste,11.01,6.96,clean,11,2,Nairobi,dump_site,semi_formal,0.4848,0.9227,3.92
metal,brass,0.93,4.63,clean,12,3,Nairobi,household,semi_formal,0.45,0.945,221.64
paper,office_paper,55.8,2.31,contaminated,2,1,Mombasa,household,informal,0.2941,0.7882,7.45
paper,newspaper,36.2,1.35,clean,8,6,Nairobi,household,semi_formal,0.6306,0.8892,9.03
e_waste,mixed_ewaste,9.98,1.66,mixed,11,0,Kisumu,industrial,informal,0.2538,0.9627,37.41
organic,food_waste,6.38,3.44,contaminated,1,2,Nairobi,household,informal,0.008,0.8512,2.62
plastic,HDPE,34.28,2.48,mixed,7,0,Nairobi,commercial,semi_formal,0.3945,0.7699,19.33
paper,mixed_paper,13.83,0.29,mixed,1,0,Nairobi,commercial,informal,0.2761,0.7828,4.52
glass,mixed_glass,2.46,17.78,contaminated,9,5,Nairobi,household,informal,0.0,0.55,1.18
plastic,LDPE,63.41,3.21,clean,6,3,Nairobi,industrial,formal,0.7882,0.9195,8.98
paper,office_paper,7.95,4.91,mixed,7,1,Kisumu,household,informal,0.2421,0.7726,7.91
paper,mixed_paper,34.05,14.47,contaminated,8,6,Nairobi,household,informal,0.1682,0.7505,3.71
plastic,PP,3.9,4.39,mixed,2,5,Nairobi,dump_site,informal,0.225,0.7055,8.78
metal,steel,7.4,1.71,contaminated,6,3,Eldoret,household,informal,0.0139,0.9014,9.97
metal,steel,1.48,3.61,mixed,5,5,Kisumu,dump_site,informal,0.225,0.9225,18.01
metal,steel,19.72,3.28,contaminated,8,0,Nairobi,commercial,informal,0.0852,0.9085,22.11
organic,garden_waste,200.0,4.28,clean,10,3,Mombasa,commercial,formal,1.0,1.0,7.08
e_waste,mixed_ewaste,19.56,4.49,mixed,12,0,Kisumu,industrial,informal,0.3093,0.9655,47.1
textile,industrial_textile,20.41,1.52,mixed,5,2,Mombasa,household,informal,0.3142,0.8628,4.58
plastic,mixed_plastic,34.83,5.16,clean,11,6,Nairobi,household,semi_formal,0.6227,0.8566,10.0
plastic,PET,23.66,28.22,clean,4,0,Kisumu,industrial,semi_formal,0.558,0.8321,20.11
e_waste,mixed_ewaste,5.5,15.71,clean,4,0,Nairobi,industrial,semi_formal,0.4529,0.9726,48.02
