waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
rubber,tyres,15.05,0.38,0.5776,10,1,0.6075,17.75
metal,steel,34.55,1.59,0.7057,2,2,0.4501,38.01
paper,newspaper,21.97,7.02,0.8385,10,4,0.7461,10.08
plastic,PET,17.52,0.2,0.9223,4,4,0.6974,38.14
paper,cardboard,72.49,12.11,0.7826,7,3,0.363,14.42
plastic,HDPE,20.8,2.39,0.77,11,2,0.9102,29.41
plastic,PET,13.07,1.89,0.7879,3,6,0.3592,23.71
paper,cardboard,25.91,7.52,0.5395,3,3,0.5037,14.1
metal,tin,8.73,2.24,0.3592,12,5,0.4698,20.53
plastic,mixed_plastic,31.73,4.46,0.852,5,6,0.721,15.21
paper,mixed_paper,33.03,7.67,0.6297,12,2,0.3602,7.17
metal,steel,40.58,21.72,0.7777,5,5,0.7912,30.2
textile,clothes,14.42,1.28,0.6962,8,5,0.1333,18.78
paper,cardboard,92.06,10.42,0.8532,7,1,0.5591,14.94
e_waste,batteries,4.37,39.05,0.743,12,1,0.646,78.36
paper,mixed_paper,27.11,3.96,0.8744,7,1,0.6256,11.74
glass,clear_glass,14.49,8.74,0.4748,7,4,0.4114,6.37
glass,colored_glass,11.44,5.34,0.6357,6,5,0.3755,5.89
organic,food_waste,60.39,2.06,0.84,5,5,0.437,6.64
paper,newspaper,16.07,2.86,0.7243,6,2,0.6681,9.64
plastic,PET,12.04,2.19,0.867,6,4,0.5763,44.22
metal,steel,35.49,1.65,0.6391,10,0,0.6243,26.58
paper,newspaper,22.04,5.29,0.4801,1,4,0.4513,11.43
metal,aluminum,16.34,0.85,0.9262,7,3,0.4197,145.3
plastic,PET,22.8,0.38,0.5584,7,5,0.3077,38.36
metal,aluminum,11.1,7.45,0.8095,10,6,0.7883,112.8
paper,cardboard,31.58,0.8,0.2684,8,3,0.7564,11.31
metal,steel,54.16,2.17,0.6141,6,4,0.8875,32.1
paper,newspaper,27.67,12.28,0.7774,2,6,0.7319,7.09
e_waste,phones,3.05,0.2,0.3765,5,2,0.4152,82.25
e_waste,batteries,4.43,7.15,0.4114,4,1,0.5662,43.31
plastic,HDPE,57.57,1.9,0.6019,3,3,0.4721,20.68
paper,cardboard,44.03,3.22,0.9221,9,2,0.6734,15.29
paper,cardboard,33.68,2.45,0.4694,6,4,0.3271,16.06
plastic,mixed_plastic,19.89,8.98,0.6907,10,5,0.8918,6.96
paper,mixed_paper,95.13,1.65,0.7177,2,3,0.7781,13.86
plastic,PET,24.67,0.26,0.663,12,2,0.6001,37.87
rubber,tyres,35.56,7.66,0.7009,6,3,0.5486,14.98
metal,steel,40.56,0.51,0.6488,4,3,0.4428,13.33
e_waste,cables,4.27,17.7,0.8195,5,1,0.6095,53.39
paper,newspaper,12.22,18.65,0.7401,11,5,0.634,6.42
plastic,PET,33.5,0.33,0.9071,9,2,0.4111,35.1
glass,mixed_glass,54.62,4.23,0.942,3,3,0.3314,4.41
metal,brass,2.53,2.08,0.5266,12,6,0.4894,325.82
e_waste,phones,2.42,18.45,0.4967,2,1,0.5659,82.8
paper,newspaper,42.38,1.51,0.8275,4,2,0.4813,8.96
metal,steel,38.15,10.82,0.7051,9,1,0.5096,26.12
metal,brass,4.09,0.2,0.8332,7,3,0.4063,357.54
e_waste,computers,9.3,3.21,0.7001,6,2,0.2489,100.68
plastic,PET,36.43,8.89,0.7401,12,6,0.3415,33.83
organic,food_waste,61.94,13.08,0.852,10,2,0.4203,5.45
e_waste,computers,8.51,1.77,0.5244,12,4,0.5684,99.64
glass,clear_glass,49.8,9.89,0.7602,4,0,0.4772,4.74
plastic,PET,17.74,5.49,0.7385,11,3,0.4705,31.39
glass,clear_glass,12.81,7.15,0.973,3,5,0.7457,7.51
textile,clothes,15.2,12.23,0.6921,10,4,0.7737,13.93
metal,brass,4.45,11.8,0.8444,7,1,0.7129,414.68
plastic,HDPE,21.13,1.32,0.6876,8,6,0.4486,25.83
plastic,PET,21.3,16.27,0.7057,2,5,0.3217,33.32
plastic,PP,22.67,24.75,0.9473,11,2,0.6557,16.15
glass,mixed_glass,19.61,10.78,0.9037,4,6,0.2173,4.12
plastic,mixed_plastic,22.91,0.84,0.7869,8,1,0.7477,17.16
paper,cardboard,14.13,5.81,0.4265,2,2,0.6068,14.79
plastic,HDPE,18.86,5.4,0.4871,12,6,0.7603,28.14
metal,steel,77.73,7.5,0.9276,4,6,0.3302,15.98
plastic,PET,19.58,6.34,0.6003,10,5,0.5123,30.52
organic,food_waste,46.6,3.31,0.8261,10,1,0.6741,6.09
paper,newspaper,22.42,6.7,0.6198,7,1,0.2967,14.42
plastic,PP,15.49,1.47,0.6093,2,4,0.6724,20.94
e_waste,phones,8.21,0.2,0.8024,4,0,0.2852,111.65
metal,aluminum,11.36,2.4,0.6462,8,6,0.5856,141.01
plastic,PET,28.68,17.32,0.6217,7,6,0.201,32.63
plastic,PET,33.8,5.03,0.7327,8,5,0.6675,34.09
rubber,tyres,17.6,9.1,0.7762,3,6,0.6434,20.65
glass,clear_glass,30.96,0.75,0.6554,7,1,0.347,10.44
paper,office_paper,11.17,0.49,0.7926,2,6,0.4563,17.48
metal,copper,2.35,11.75,0.6455,6,1,0.3845,395.2
metal,tin,9.95,1.1,0.7955,2,0,0.5923,21.54
paper,office_paper,13.4,3.48,0.8582,8,1,0.3598,18.1
plastic,PP,31.87,3.37,0.8928,7,5,0.6701,31.7
textile,clothes,24.05,19.1,0.6584,11,6,0.5672,10.64
e_waste,computers,5.85,4.99,0.7027,6,4,0.7188,160.42
plastic,PVC,8.82,26.75,0.7631,2,1,0.3315,8.35
e_waste,computers,4.24,1.25,0.8367,3,4,0.6884,85.19
rubber,tyres,35.26,4.43,0.5708,10,3,0.5032,15.98
plastic,mixed_plastic,28.88,1.25,0.9362,12,3,0.6529,18.15
paper,office_paper,22.66,30.15,0.5214,1,2,0.8814,12.5
organic,garden_waste,75.5,5.6,0.6238,9,0,0.6707,7.9
plastic,PET,28.08,15.6,0.7292,6,2,0.1893,26.37
organic,food_waste,21.87,4.87,0.869,4,6,0.1744,3.78
metal,brass,8.07,44.74,0.7778,7,2,0.5918,399.86
paper,mixed_paper,36.18,2.74,0.7904,12,0,0.4026,6.29
e_waste,phones,2.25,3.48,0.8613,3,2,0.2656,85.93
paper,newspaper,17.86,2.39,0.7483,11,3,0.7669,10.41
plastic,mixed_plastic,19.15,2.54,0.6284,2,4,0.5498,11.53
paper,office_paper,13.54,4.21,0.5847,9,4,0.4846,14.25
metal,steel,26.07,9.04,0.6269,1,2,0.4274,35.19
plastic,PET,23.58,2.35,0.24,1,1,0.2648,27.97
plastic,PET,25.89,2.99,0.4603,1,3,0.4957,35.45
paper,newspaper,39.7,9.9,0.7335,10,0,0.4879,6.73
plastic,PVC,6.78,12.01,0.7832,7,3,0.7311,12.31
plastic,PET,9.67,15.3,0.6207,9,3,0.6217,30.89
organic,food_waste,26.04,0.2,0.4414,2,2,0.7083,4.28
plastic,HDPE,20.85,2.2,0.5336,12,4,0.4752,22.53
plastic,PVC,9.14,3.12,0.8483,10,5,0.5158,13.45
plastic,PP,13.16,5.9,0.7968,6,1,0.4052,17.01
metal,tin,11.81,13.64,0.7703,11,3,0.3275,22.79
glass,mixed_glass,28.78,0.49,0.8689,2,3,0.2938,5.92
plastic,PVC,10.61,14.39,0.6307,4,3,0.6596,4.85
metal,aluminum,18.55,0.59,0.6281,1,2,0.6389,145.45
rubber,tyres,11.15,0.39,0.8793,2,1,0.6883,27.26
e_waste,batteries,7.25,4.78,0.7126,11,1,0.4494,46.14
glass,colored_glass,10.39,6.01,0.9112,5,0,0.6249,7.97
organic,food_waste,47.58,2.27,0.5225,8,0,0.7227,4.8
organic,garden_waste,68.33,4.83,0.5675,11,5,0.3257,6.08
plastic,HDPE,28.06,12.29,0.6011,10,0,0.6828,25.83
paper,newspaper,25.08,4.32,0.6573,5,5,0.3245,9.7
paper,newspaper,25.02,7.78,0.4678,5,6,0.3218,8.74
plastic,PET,14.37,2.23,0.5225,2,1,0.4865,34.56
plastic,PET,11.14,1.95,0.7948,10,3,0.176,27.9
metal,steel,79.3,0.5,0.5613,12,2,0.4986,22.85
paper,mixed_paper,31.49,0.55,0.6945,7,2,0.7589,8.83
e_waste,phones,5.42,3.37,0.6752,6,2,0.7372,143.64
e_waste,computers,10.53,7.12,0.5883,11,2,0.4099,59.24
plastic,HDPE,24.86,8.17,0.4147,5,4,0.6745,16.7
metal,tin,24.34,0.83,0.887,5,2,0.6121,28.53
plastic,mixed_plastic,27.74,1.45,0.6141,11,1,0.4463,17.91
paper,cardboard,19.69,12.06,0.899,5,2,0.2658,12.49
organic,garden_waste,32.43,3.25,0.6411,12,6,0.5997,6.08
organic,food_waste,44.98,6.38,0.9276,2,6,0.4757,8.74
organic,garden_waste,27.19,2.51,0.6374,6,0,0.4634,7.28
e_waste,mixed_ewaste,12.93,5.62,0.8514,6,4,0.3074,71.36
rubber,tyres,13.76,5.62,0.736,4,6,0.813,11.64
plastic,mixed_plastic,71.26,0.2,0.4679,12,1,0.5468,7.98
metal,aluminum,14.46,21.9,0.9575,6,0,0.4344,136.78
metal,brass,4.15,7.11,0.4826,11,1,0.2901,214.9
plastic,PP,25.26,6.05,0.9165,3,2,0.8299,15.38
plastic,PET,22.71,4.99,0.776,5,6,0.5059,33.84
metal,steel,29.62,4.2,0.696,6,1,0.3613,28.28
textile,industrial_textile,37.7,4.64,0.8696,7,2,0.3464,8.47
metal,tin,4.86,3.88,0.909,3,1,0.3119,24.46
textile,industrial_textile,31.62,3.2,0.7577,4,2,0.4262,6.54
e_waste,computers,4.44,2.27,0.9511,8,6,0.4767,88.57
paper,office_paper,21.33,9.56,0.8819,4,0,0.473,17.05
paper,mixed_paper,49.57,15.0,0.9392,10,3,0.5616,7.93
plastic,HDPE,27.24,12.91,0.9061,6,4,0.4159,27.34
paper,office_paper,13.15,5.75,0.7445,12,0,0.7661,21.11
metal,tin,7.44,13.99,0.511,3,0,0.6996,13.82
textile,clothes,9.02,9.25,0.7158,11,6,0.3455,11.38
plastic,PET,24.86,13.74,0.6834,6,1,0.7469,34.33
plastic,PET,22.44,7.73,0.5033,2,1,0.2859,37.19
glass,clear_glass,12.28,3.56,0.5905,9,2,0.4208,10.69
paper,mixed_paper,44.31,3.17,0.8384,3,0,0.6731,8.26
plastic,PVC,19.94,16.4,0.7116,2,1,0.5228,11.94
paper,office_paper,13.71,4.08,0.7216,7,0,0.6807,19.1
metal,steel,34.84,6.94,0.672,10,3,0.164,25.85
paper,mixed_paper,29.54,4.3,0.7941,4,3,0.5224,6.9
plastic,PET,15.71,0.93,0.7251,8,1,0.585,44.89
plastic,PET,19.59,9.64,0.8695,1,6,0.6586,48.13
metal,steel,43.06,1.45,0.6932,3,2,0.634,25.44
plastic,HDPE,20.91,1.47,0.8085,10,0,0.4008,26.85
plastic,HDPE,23.59,15.85,0.641,1,0,0.3022,32.0
plastic,mixed_plastic,36.49,36.85,0.812,5,5,0.5748,14.06
metal,tin,7.73,6.14,0.763,7,3,0.5107,24.99
metal,tin,6.31,1.95,0.9317,1,1,0.5826,20.94
paper,cardboard,41.31,8.48,0.7822,12,1,0.263,17.67
metal,steel,50.77,11.93,0.8635,7,1,0.5108,28.18
glass,clear_glass,29.65,5.29,0.8039,5,2,0.6169,7.68
textile,clothes,12.06,4.85,0.7968,12,4,0.6543,16.18
plastic,PP,17.21,1.91,0.8377,7,4,0.3369,17.28
organic,garden_waste,65.31,22.82,0.7933,9,5,0.4704,10.69
metal,steel,53.22,0.2,0.9266,2,0,0.657,34.9
metal,aluminum,8.86,13.13,0.872,2,3,0.4121,108.44
glass,colored_glass,29.03,17.74,0.475,1,5,0.8426,7.02
e_waste,computers,7.72,0.2,0.7167,7,1,0.314,94.17
e_waste,mixed_ewaste,15.1,8.49,0.7181,11,4,0.4104,48.12
metal,aluminum,18.29,2.16,0.6179,11,0,0.672,91.37
e_waste,phones,4.34,0.21,0.4551,7,6,0.6052,118.78
plastic,PP,24.16,3.64,0.7582,1,5,0.5025,22.34
plastic,PET,32.33,4.68,0.623,8,4,0.6289,46.39
metal,steel,34.5,1.61,0.5892,8,4,0.516,37.99
rubber,mixed_rubber,18.86,1.91,0.9556,8,4,0.4232,16.39
metal,aluminum,10.21,5.58,0.612,9,2,0.6886,133.17
e_waste,cables,3.19,6.08,0.7979,7,6,0.3178,106.09
paper,office_paper,11.52,0.63,0.8492,9,1,0.8099,19.9
glass,mixed_glass,20.71,5.03,0.4482,6,5,0.1419,3.45
glass,clear_glass,21.6,4.1,0.5341,2,5,0.4284,7.89
organic,food_waste,35.25,7.47,0.8561,1,5,0.5862,6.57
metal,tin,9.49,4.76,0.8103,11,0,0.4993,22.69
metal,copper,2.64,3.22,0.636,6,3,0.7714,618.02
paper,newspaper,23.5,5.55,0.783,4,4,0.9226,6.35
plastic,HDPE,9.72,1.02,0.716,4,4,0.1502,21.36
metal,steel,30.57,8.39,0.9009,1,4,0.5139,40.25
metal,tin,8.7,5.59,0.6808,12,4,0.5196,27.2
plastic,HDPE,24.61,3.8,0.5302,1,1,0.7794,21.48
metal,aluminum,31.91,4.47,0.5701,3,5,0.3084,97.67
metal,aluminum,34.42,2.38,0.5663,6,3,0.5732,122.46
organic,garden_waste,16.56,7.18,0.8497,5,6,0.4237,7.03
plastic,HDPE,15.09,1.23,0.7114,1,3,0.3229,26.89
rubber,tyres,13.12,14.04,0.7715,4,3,0.3574,18.97
rubber,tyres,11.13,4.72,0.6731,10,4,0.7273,12.39
metal,steel,42.76,6.5,0.6133,4,6,0.3902,25.27
glass,clear_glass,29.78,12.44,0.5655,11,6,0.8537,7.45
paper,newspaper,24.41,20.47,0.6665,5,4,0.6404,8.74
glass,clear_glass,26.34,0.76,0.4064,1,3,0.5454,7.62
metal,brass,3.32,23.87,0.8215,2,0,0.8127,356.7
metal,tin,6.46,19.94,0.663,10,0,0.7878,18.08
metal,aluminum,13.6,12.4,0.8353,5,5,0.3057,87.42
paper,newspaper,17.91,21.06,0.8549,12,2,0.577,8.59
rubber,tyres,10.51,7.39,0.893,10,3,0.2991,18.57
paper,mixed_paper,18.54,1.88,0.9601,1,4,0.2958,10.21
glass,clear_glass,16.36,4.26,0.7021,4,1,0.3647,4.49
rubber,tyres,16.41,27.58,0.8435,9,2,0.2505,12.45
paper,mixed_paper,30.94,8.56,0.8542,1,0,0.1947,9.39
metal,aluminum,13.25,1.68,0.5269,12,5,0.36,95.7
organic,food_waste,40.0,4.88,0.6583,2,3,0.5224,6.63
plastic,HDPE,29.42,3.75,0.5974,10,1,0.6293,20.25
metal,copper,2.04,1.29,0.8647,11,4,0.3095,587.35
paper,cardboard,60.73,13.29,0.4418,7,1,0.3912,14.77
textile,clothes,12.15,0.22,0.8469,10,5,0.6434,18.47
plastic,PET,18.58,5.8,0.8757,11,1,0.5246,30.92
plastic,mixed_plastic,25.62,1.66,0.6722,9,1,0.4281,12.08
metal,steel,45.92,1.63,0.8094,9,6,0.2146,35.39
metal,aluminum,15.3,0.34,0.6462,5,5,0.3008,81.5
metal,brass,6.61,3.0,0.8335,4,4,0.3944,282.04
glass,colored_glass,14.13,11.03,0.5541,11,4,0.2241,5.0
organic,food_waste,47.99,15.16,0.8891,3,3,0.5534,4.08
metal,steel,63.7,9.94,0.6517,5,1,0.1068,21.94
plastic,PET,13.55,0.2,0.857,7,2,0.1223,36.2
metal,tin,5.78,13.07,0.6962,5,6,0.8614,25.33
metal,aluminum,17.81,10.31,0.4397,5,6,0.5142,72.71
paper,cardboard,58.78,3.74,0.87,8,5,0.4548,16.84
glass,clear_glass,24.94,6.41,0.8283,4,6,0.8104,8.92
paper,office_paper,15.08,6.57,0.8562,12,5,0.5532,22.81
plastic,PP,13.47,5.21,0.8124,3,2,0.4054,18.92
paper,cardboard,67.65,1.93,0.7361,5,5,0.8444,17.74
metal,brass,3.76,2.27,0.6748,11,5,0.8281,337.49
metal,steel,58.47,12.36,0.8291,6,0,0.6243,30.53
textile,clothes,10.14,11.38,0.7171,9,6,0.6866,10.78
e_waste,computers,18.41,0.27,0.8408,8,3,0.5563,88.97
organic,garden_waste,27.96,2.5,0.3366,4,2,0.4793,6.54
organic,garden_waste,42.57,0.84,0.6424,9,3,0.546,4.94
paper,mixed_paper,17.37,0.68,0.9782,3,2,0.6155,13.22
textile,clothes,34.71,16.94,0.2696,9,2,0.5308,6.33
plastic,PP,29.25,7.78,0.6507,2,3,0.6163,14.94
metal,copper,3.87,2.19,0.6104,9,6,0.0883,458.08
metal,aluminum,11.33,31.02,0.5077,2,2,0.4027,92.29
metal,steel,70.29,6.57,0.6542,11,1,0.7047,22.68
metal,brass,3.56,10.59,0.7784,8,5,0.187,297.48
plastic,HDPE,35.41,0.68,0.8863,1,2,0.5644,32.22
glass,clear_glass,9.84,0.48,0.8451,2,3,0.3166,12.1
e_waste,phones,2.25,12.32,0.1597,3,1,0.4126,53.17
paper,newspaper,11.73,3.67,0.8918,12,1,0.5029,10.22
metal,steel,51.62,24.02,0.7339,8,1,0.4833,25.41
e_waste,computers,3.51,0.34,0.4816,4,2,0.4898,41.87
plastic,HDPE,33.69,0.4,0.9117,4,6,0.3591,20.14
metal,copper,3.73,3.11,0.8183,1,4,0.498,504.72
plastic,PET,18.4,2.09,0.6195,3,4,0.6535,31.7
plastic,HDPE,28.64,1.32,0.5863,11,0,0.2258,16.86
plastic,PET,27.84,10.82,0.6345,8,0,0.7249,41.75
e_waste,batteries,7.69,3.78,0.5759,5,2,0.4622,55.87
e_waste,computers,6.99,2.64,0.7712,1,6,0.7498,89.54
glass,clear_glass,17.7,10.36,0.9342,5,0,0.6316,10.76
metal,steel,37.86,7.56,0.6888,5,5,0.6047,21.54
e_waste,batteries,10.54,4.84,0.6018,2,5,0.1674,53.34
paper,mixed_paper,56.05,16.08,0.2472,8,1,0.6316,7.11
metal,tin,8.18,0.2,0.4718,8,0,0.3731,30.11
paper,office_paper,13.49,5.13,0.5418,12,1,0.5523,16.77
plastic,mixed_plastic,51.14,0.71,0.7915,5,0,0.2687,11.68
plastic,PVC,14.71,2.99,0.8053,4,5,0.4101,8.9
metal,steel,38.77,14.06,0.3032,10,5,0.6468,20.77
paper,cardboard,62.1,2.74,0.5794,5,4,0.3919,14.73
metal,steel,36.56,2.46,0.7959,8,0,0.6841,28.66
metal,steel,40.66,1.32,0.6311,9,6,0.6086,39.66
metal,steel,29.35,5.69,0.9109,11,4,0.2676,18.05
textile,industrial_textile,54.35,6.8,0.6775,4,5,0.4422,8.43
plastic,PET,26.28,0.67,0.8157,8,2,0.7512,50.31
plastic,HDPE,38.5,4.39,0.6639,2,1,0.1812,20.04
plastic,HDPE,27.22,3.71,0.8236,10,5,0.6563,30.68
organic,garden_waste,15.81,8.05,0.8854,1,0,0.6613,7.94
paper,cardboard,68.44,9.4,0.6388,9,1,0.8711,14.92
organic,garden_waste,54.43,5.03,0.8528,3,1,0.4739,8.0
plastic,PET,16.76,7.88,0.7033,6,0,0.3695,33.07
metal,steel,52.67,1.93,0.7961,1,3,0.7595,23.12
paper,cardboard,37.49,11.06,0.2767,9,1,0.4559,11.81
plastic,HDPE,28.11,28.34,0.7569,6,6,0.6074,28.8
e_waste,phones,3.59,0.2,0.954,8,6,0.2772,156.68
organic,food_waste,68.39,2.21,0.774,5,1,0.8902,6.95
plastic,mixed_plastic,63.26,10.35,0.4841,1,5,0.3524,11.4
rubber,tyres,15.89,3.85,0.8909,7,0,0.6558,27.45
paper,cardboard,52.06,9.27,0.8723,9,2,0.4585,14.54
plastic,PET,11.35,19.03,0.5161,8,4,0.4377,40.07
plastic,mixed_plastic,20.34,14.14,0.6795,4,1,0.6752,6.92
metal,aluminum,8.55,1.6,0.9066,9,0,0.1686,110.48
e_waste,batteries,13.1,0.64,0.6836,7,1,0.7896,77.85
metal,steel,35.1,4.42,0.7376,3,4,0.2476,27.24
plastic,HDPE,27.09,15.01,0.9675,2,1,0.783,26.27
paper,cardboard,54.44,1.86,0.8167,4,1,0.2652,10.88
metal,aluminum,15.98,3.92,0.766,1,1,0.5892,102.97
metal,brass,4.16,4.61,0.3247,9,6,0.725,215.41
glass,clear_glass,10.55,0.29,0.6598,1,6,0.535,7.86
metal,aluminum,10.52,26.37,0.7243,1,5,0.6696,142.59
plastic,mixed_plastic,38.87,7.7,0.8779,2,0,0.4313,15.01
plastic,HDPE,38.49,2.15,0.9,4,1,0.4752,32.59
plastic,PET,15.52,3.0,0.4198,1,6,0.5132,25.63
metal,tin,12.16,17.83,0.9472,8,3,0.5957,20.1
e_waste,computers,21.45,13.31,0.7668,2,0,0.6383,94.36
textile,industrial_textile,57.07,36.84,0.744,10,1,0.7251,4.75
metal,steel,43.72,2.94,0.4187,7,5,0.8595,32.01
textile,industrial_textile,38.96,8.84,0.818,2,6,0.7087,11.7
paper,newspaper,17.98,2.65,0.7917,5,2,0.4159,9.08
paper,office_paper,22.5,10.93,0.563,2,1,0.6469,13.43
glass,clear_glass,12.92,0.2,0.826,12,0,0.3561,8.23
glass,clear_glass,33.12,1.94,0.5906,8,1,0.7339,8.12
e_waste,batteries,3.89,6.33,0.8492,10,5,0.271,63.86
plastic,mixed_plastic,47.57,0.66,0.7872,5,5,0.2681,12.99
paper,cardboard,28.56,2.88,0.8614,2,1,0.523,20.07
plastic,HDPE,18.25,5.43,0.7536,3,6,0.6963,20.38
metal,steel,40.5,0.38,0.3352,6,6,0.051,36.08
paper,mixed_paper,16.58,5.0,0.8052,10,6,0.5624,10.3
metal,aluminum,16.93,7.65,0.9267,6,5,0.7099,168.4
plastic,PET,13.25,6.49,0.4967,12,4,0.343,28.94
metal,brass,4.99,1.44,0.3883,5,6,0.5389,283.04
metal,tin,9.87,0.83,0.5852,3,4,0.2791,13.93
paper,office_paper,11.99,10.32,0.7851,6,5,0.3054,18.56
paper,office_paper,10.69,14.83,0.8384,2,2,0.7425,19.15
plastic,PP,16.0,11.28,0.8464,9,1,0.6407,16.38
metal,brass,3.52,25.81,0.7158,2,4,0.5105,322.28
plastic,PVC,9.65,2.02,0.7385,8,2,0.2651,8.96
plastic,HDPE,17.08,19.04,0.7929,5,2,0.4695,18.15
glass,colored_glass,17.86,9.42,0.7372,5,4,0.5133,4.44
paper,newspaper,26.89,2.43,0.3776,8,4,0.356,6.23
plastic,mixed_plastic,28.97,6.52,0.82,9,2,0.5222,14.71
plastic,mixed_plastic,26.52,3.38,0.7697,12,1,0.0652,16.49
rubber,tyres,18.29,9.1,0.8044,4,3,0.4311,22.6
e_waste,computers,7.98,2.14,0.7141,10,2,0.4763,69.23
plastic,mixed_plastic,54.24,2.27,0.8554,11,1,0.6917,12.12
plastic,mixed_plastic,12.45,4.67,0.4988,12,1,0.3479,8.27
metal,aluminum,6.26,16.85,0.6445,12,4,0.6179,113.87
textile,clothes,11.97,3.48,0.872,10,2,0.6371,17.79
plastic,HDPE,18.93,10.96,0.4515,4,2,0.588,22.89
plastic,PET,14.48,10.56,0.7506,9,0,0.6015,32.64
rubber,mixed_rubber,25.57,0.2,0.6747,10,0,0.4864,14.04
glass,colored_glass,20.25,3.81,0.6648,4,4,0.5881,4.97
metal,aluminum,23.94,23.85,0.7203,10,6,0.4351,84.18
metal,aluminum,11.84,7.22,0.7846,9,2,0.5433,127.37
metal,aluminum,8.23,4.99,0.7409,6,5,0.4761,111.11
paper,newspaper,27.95,4.19,0.4344,11,4,0.7208,5.66
metal,aluminum,16.02,4.36,0.6615,2,2,0.7208,142.59
textile,clothes,13.3,11.74,0.6819,9,3,0.362,13.42
textile,clothes,15.76,1.94,0.6933,10,0,0.4919,15.27
paper,cardboard,60.87,1.62,0.7345,1,2,0.6281,12.8
paper,newspaper,34.43,2.55,0.6739,5,5,0.7188,10.84
plastic,PET,18.56,26.49,0.7639,7,5,0.6413,41.9
metal,aluminum,19.12,1.4,0.834,3,1,0.4992,122.51
glass,mixed_glass,56.19,5.84,0.8236,11,6,0.355,3.71
metal,steel,52.19,15.54,0.9439,8,4,0.5674,24.53
metal,brass,3.8,0.76,0.7969,4,1,0.4885,272.75
plastic,HDPE,20.56,2.86,0.831,6,5,0.5174,29.59
metal,copper,2.57,2.18,0.7414,2,6,0.7001,728.3
plastic,PVC,10.26,2.42,0.9701,2,1,0.6173,8.4
glass,clear_glass,34.58,1.81,0.7999,9,0,0.6818,10.19
e_waste,phones,3.28,7.83,0.8636,12,1,0.7555,155.14
paper,newspaper,18.22,14.42,0.8975,4,5,0.5192,9.57
e_waste,mixed_ewaste,9.0,2.79,0.4873,3,0,0.5038,34.35
plastic,PP,12.26,1.77,0.3717,9,2,0.5647,12.49
e_waste,mixed_ewaste,10.47,2.65,0.5489,7,2,0.1851,68.94
paper,cardboard,72.42,5.91,0.8478,2,0,0.5985,15.57
plastic,PET,33.59,0.56,0.6832,9,4,0.4379,37.8
textile,clothes,9.51,8.44,0.8871,3,5,0.6239,20.33
plastic,PET,14.03,6.94,0.5363,2,1,0.7215,30.29
metal,aluminum,24.57,2.49,0.9189,6,6,0.5688,118.46
plastic,PET,11.37,7.41,0.9143,9,6,0.1736,39.82
plastic,HDPE,16.26,0.67,0.812,7,6,0.896,40.74
plastic,HDPE,24.91,8.28,0.7031,8,5,0.4698,26.58
paper,cardboard,33.03,7.46,0.6761,3,3,0.7086,11.85
organic,food_waste,99.4,25.76,0.8432,6,1,0.6807,5.38
plastic,PET,15.69,2.11,0.5085,9,6,0.8784,43.37
paper,cardboard,31.55,22.31,0.4767,7,3,0.6307,16.17
plastic,HDPE,27.62,0.2,0.7437,3,3,0.8502,27.35
e_waste,batteries,13.57,10.26,0.4255,12,2,0.5167,49.06
metal,steel,48.77,16.32,0.7344,1,1,0.1494,28.8
metal,steel,60.46,13.43,0.942,11,2,0.6568,24.59
paper,cardboard,57.33,0.76,0.6918,9,5,0.8873,12.55
paper,mixed_paper,25.99,4.29,0.8136,2,3,0.1482,7.25
e_waste,phones,3.97,4.58,0.8126,4,2,0.3572,80.54
paper,newspaper,12.51,1.64,0.9291,5,0,0.832,10.02
e_waste,phones,2.89,21.48,0.9799,12,2,0.8135,126.41
plastic,PP,13.32,18.22,0.731,7,1,0.272,18.31
metal,aluminum,13.23,13.32,0.6425,4,2,0.7236,80.25
metal,steel,98.86,3.79,0.4003,12,1,0.6276,30.46
metal,aluminum,21.93,19.3,0.768,2,6,0.4733,86.6
plastic,HDPE,39.95,4.01,0.6368,10,1,0.5599,23.03
plastic,mixed_plastic,16.71,32.69,0.7562,10,0,0.4951,9.32
plastic,HDPE,41.29,8.23,0.3536,5,4,0.5274,24.89
paper,cardboard,35.59,2.85,0.4621,1,2,0.3772,14.83
plastic,mixed_plastic,52.49,7.75,0.7862,11,6,0.5211,7.89
paper,mixed_paper,32.58,2.17,0.8144,12,2,0.7148,8.66
paper,mixed_paper,24.69,3.68,0.6326,5,4,0.233,8.3
plastic,HDPE,42.0,0.83,0.4935,3,5,0.4068,17.95
plastic,HDPE,24.62,13.21,0.7419,4,6,0.338,25.86
paper,newspaper,11.66,7.9,0.6031,2,5,0.5084,6.29
paper,newspaper,12.01,6.96,0.795,8,4,0.2617,13.16
plastic,HDPE,29.09,4.37,0.6781,7,5,0.2155,31.93
plastic,HDPE,18.36,4.44,0.7296,5,1,0.2566,22.83
glass,clear_glass,18.17,5.31,0.6492,8,6,0.6848,11.01
paper,office_paper,37.32,0.63,0.9452,8,6,0.7525,21.82
metal,steel,34.39,4.61,0.2661,1,2,0.4209,20.27
plastic,PVC,13.51,2.04,0.6543,5,0,0.6863,10.16
organic,food_waste,21.33,3.02,0.5425,11,4,0.1891,4.47
metal,aluminum,7.78,15.05,0.8211,10,0,0.2932,96.88
